drone_id,drone_location,time,date,violation_code,violation_message,image_id,image_file
714,4 Parkside Crossing,6:45,03/09/2016,,,,
715,490 3rd Pass,20:54,28/12/2017,,,,
716,617 Cottonwood Plaza,12:28,13/08/2015,,,,
717,4 Derek Plaza,0:28,21/04/2019,,,,
718,50 Thompson Circle,14:08,27/08/2019,BRK,broken_component,1.0,http://dummyimage.com/184x247.jpg/dddddd/000000
719,807 Trailsway Place,21:26,11/04/2015,,,,
720,9109 3rd Avenue,3:31,22/10/2019,,,,
721,7 Sloan Place,0:33,15/10/2017,,,,
722,824 Muir Street,3:31,22/11/2017,,,,
723,62 Spohn Circle,1:41,01/06/2015,,,,
724,816 Meadow Valley Place,9:51,24/11/2015,,,,
725,63241 Vermont Avenue,7:25,02/05/2020,PRK,bad_parking,0.0,http://dummyimage.com/182x190.jpg/cc0000/ffffff
726,47 Hollow Ridge Court,9:03,11/09/2019,,,,
727,744 Mosinee Trail,4:50,03/12/2018,,,,
728,46 Derek Pass,12:23,23/01/2020,,,,
729,7 Russell Circle,16:39,05/10/2015,,,,
730,7312 Monterey Park,8:28,23/04/2016,,,,
731,5619 Dixon Point,14:54,13/02/2015,BRK,broken_component,0.0,http://dummyimage.com/204x135.jpg/5fa2dd/ffffff
732,68986 Southridge Court,10:05,25/02/2016,,,,
733,152 Dunning Drive,18:02,25/03/2015,,,,
734,3 Mendota Road,2:14,03/07/2018,,,,
735,65 Colorado Trail,13:19,15/04/2019,,,,
736,630 Acker Hill,22:53,14/11/2016,,,,
737,83272 Moose Avenue,23:14,15/07/2015,,,,
738,117 Dwight Pass,21:51,16/07/2015,,,,
739,9335 Manley Pass,7:31,20/10/2019,,,,
740,91782 Ilene Parkway,15:03,07/07/2016,PRK,bad_parking,0.0,http://dummyimage.com/195x199.jpg/dddddd/000000
741,41177 Linden Road,2:30,23/03/2017,,,,
742,67028 Mayer Parkway,0:36,22/05/2017,,,,
743,77976 Myrtle Lane,11:09,21/01/2020,,,,
744,5 Miller Lane,23:13,14/08/2019,BRK,broken_component,0.0,http://dummyimage.com/243x242.jpg/cc0000/ffffff
745,8 Fair Oaks Place,16:24,09/08/2017,,,,
746,3827 Manley Pass,5:36,06/12/2019,,,,
747,5573 Pepper Wood Park,21:10,12/12/2015,,,,
748,50723 Everett Parkway,21:59,02/04/2020,,,,
749,34070 Northport Parkway,4:10,07/01/2020,,,,
750,2520 Spenser Crossing,12:08,10/06/2018,,,,
751,6672 Dottie Circle,20:12,27/11/2016,UKN,unknown,0.0,http://dummyimage.com/231x184.jpg/5fa2dd/ffffff
752,9839 Derek Junction,11:32,18/03/2017,PRK,bad_parking,0.0,http://dummyimage.com/208x156.jpg/dddddd/000000
753,404 Kensington Street,21:31,05/06/2015,,,,
754,398 Scott Crossing,16:57,10/10/2019,,,,
755,892 Ridge Oak Park,0:39,11/06/2017,,,,
756,36 Montana Parkway,3:30,15/07/2019,,,,
757,56217 Caliangt Park,2:43,16/05/2016,,,,
758,6 Columbus Terrace,10:40,14/03/2018,,,,
759,82 Crest Line Court,21:49,12/02/2019,,,,
760,08911 Swallow Crossing,17:14,12/11/2017,,,,
761,255 Green Court,2:09,07/01/2020,,,,
762,55159 Armistice Park,23:38,27/05/2019,,,,
763,3440 Mayer Alley,6:48,05/10/2017,,,,
764,8380 Granby Court,4:28,12/07/2017,,,,
765,2 Cardinal Road,3:51,19/07/2015,,,,
766,233 Stang Road,3:28,26/04/2019,,,,
767,83480 La Follette Center,8:38,10/01/2015,,,,
768,06291 Blackbird Road,18:47,23/11/2017,,,,
769,3 South Crossing,5:35,10/04/2015,,,,
770,74 2nd Parkway,10:59,12/09/2015,BRK,broken_component,0.0,http://dummyimage.com/175x221.jpg/dddddd/000000
771,07269 Prairie Rose Place,4:25,28/09/2016,,,,
772,095 Harbort Circle,21:08,23/08/2018,PRK,bad_parking,1.0,http://dummyimage.com/211x127.jpg/dddddd/000000
773,1 Michigan Circle,12:53,01/08/2018,,,,
774,78514 Raven Hill,6:12,07/03/2016,,,,
775,9888 Southridge Way,0:39,01/11/2019,,,,
776,7 Grover Crossing,6:58,24/06/2018,,,,
777,662 Hoard Road,14:25,24/04/2017,,,,
778,236 Hoard Circle,4:47,04/11/2019,,,,
779,9147 Anthes Pass,14:55,28/10/2018,,,,
780,0656 Northport Road,6:10,19/11/2015,PRK,bad_parking,0.0,http://dummyimage.com/152x223.jpg/dddddd/000000
781,52172 Pearson Center,10:21,20/08/2017,,,,
782,466 Rockefeller Parkway,0:49,13/08/2015,PRK,bad_parking,1.0,http://dummyimage.com/194x185.jpg/5fa2dd/ffffff
783,50739 Kingsford Hill,6:11,29/07/2019,,,,
784,25 1st Point,14:37,08/04/2017,,,,
785,2613 Iowa Crossing,14:35,19/03/2018,,,,
786,348 Nevada Avenue,16:21,09/09/2018,,,,
787,968 Rigney Lane,13:21,02/10/2018,,,,
788,7 Raven Point,18:05,25/09/2018,,,,
789,9 Division Drive,0:08,29/04/2015,,,,
790,398 Hoffman Junction,19:47,18/04/2020,,,,
791,9 Tennessee Place,3:26,17/02/2019,,,,
792,51 Forest Trail,16:37,21/05/2018,UKN,unknown,1.0,http://dummyimage.com/202x120.jpg/dddddd/000000
793,9 Vernon Lane,4:55,16/02/2016,,,,
794,0456 Fisk Road,8:26,22/08/2017,PRK,bad_parking,1.0,http://dummyimage.com/104x140.jpg/ff4444/ffffff
795,50 Old Gate Road,15:37,12/12/2017,,,,
796,97826 Pennsylvania Trail,23:32,18/06/2019,,,,
797,51 Fuller Park,4:56,15/09/2019,,,,
798,01638 Fairfield Pass,19:12,30/10/2017,,,,
799,77932 Sachtjen Circle,12:39,12/12/2017,,,,
800,76 Muir Trail,12:25,08/09/2017,,,,
801,3 Debra Hill,5:48,19/09/2015,,,,
802,2964 Summer Ridge Court,16:52,24/08/2016,UKN,unknown,1.0,http://dummyimage.com/104x226.jpg/ff4444/ffffff
803,2 Chinook Alley,7:54,23/03/2017,,,,
804,16277 Banding Avenue,20:20,21/05/2019,,,,
805,25 Crest Line Hill,9:44,21/12/2019,PRK,bad_parking,1.0,http://dummyimage.com/184x234.jpg/ff4444/ffffff
806,3 Twin Pines Parkway,18:41,15/06/2016,PRK,bad_parking,0.0,http://dummyimage.com/204x146.jpg/cc0000/ffffff
807,8 4th Park,10:07,05/01/2015,,,,
808,30 Sunnyside Center,15:32,06/08/2019,PRK,bad_parking,0.0,http://dummyimage.com/171x119.jpg/cc0000/ffffff
809,874 1st Hill,15:57,17/09/2019,BRK,broken_component,1.0,http://dummyimage.com/225x135.jpg/ff4444/ffffff
810,0 Northport Drive,17:14,02/06/2015,BRK,broken_component,0.0,http://dummyimage.com/243x128.jpg/cc0000/ffffff
811,25973 Columbus Pass,12:52,26/04/2018,,,,
812,4055 Cascade Court,0:39,09/06/2017,UKN,unknown,0.0,http://dummyimage.com/226x247.jpg/cc0000/ffffff
813,33106 Sullivan Plaza,14:48,28/04/2019,,,,
814,8 Linden Junction,0:58,31/03/2020,,,,
815,1918 Village Plaza,23:43,13/11/2018,,,,
816,5373 Westend Avenue,13:11,21/06/2018,,,,
817,693 Northview Parkway,5:10,31/03/2020,PRK,bad_parking,0.0,http://dummyimage.com/126x119.jpg/cc0000/ffffff
818,739 Spohn Alley,2:59,20/10/2019,,,,
819,4 Sycamore Center,7:38,15/07/2019,,,,
820,20 5th Lane,8:22,10/02/2019,UKN,unknown,1.0,http://dummyimage.com/203x176.jpg/cc0000/ffffff
821,5157 Sunfield Trail,22:34,09/02/2017,PRK,bad_parking,1.0,http://dummyimage.com/105x185.jpg/ff4444/ffffff
822,1981 Westerfield Hill,8:11,09/10/2015,,,,
823,484 Bashford Lane,0:56,15/06/2018,,,,
824,24245 Fairfield Court,1:07,14/05/2019,PRK,bad_parking,0.0,http://dummyimage.com/240x217.jpg/ff4444/ffffff
825,64919 Morrow Crossing,20:28,02/03/2015,,,,
826,79 Pawling Lane,2:41,22/03/2017,,,,
827,8 Mendota Plaza,0:00,04/05/2015,,,,
828,9 Kingsford Circle,19:50,04/10/2017,,,,
829,102 Mitchell Lane,10:15,25/02/2020,,,,
830,39 Delaware Park,1:26,23/06/2019,,,,
831,59023 Lunder Circle,15:44,11/08/2015,,,,
832,8 Bobwhite Court,12:38,20/04/2017,,,,
833,7667 Prairie Rose Crossing,16:21,23/02/2017,PRK,bad_parking,1.0,http://dummyimage.com/198x248.jpg/5fa2dd/ffffff
834,80502 Mitchell Terrace,11:44,28/11/2019,,,,
835,30 Norway Maple Point,22:39,22/12/2017,,,,
836,58 Esch Junction,23:11,02/05/2016,,,,
837,151 Buhler Pass,18:09,08/08/2015,,,,
838,46 Dayton Place,15:00,16/12/2019,,,,
839,0936 Mcbride Circle,3:28,18/09/2016,,,,
840,9 Menomonie Trail,9:06,09/01/2020,,,,
841,0 Dunning Center,19:14,05/07/2017,,,,
842,52 Reindahl Point,15:06,12/07/2016,,,,
843,210 Londonderry Circle,14:19,29/10/2019,,,,
844,9 Shoshone Avenue,1:12,30/01/2015,,,,
845,4021 Northfield Terrace,16:53,16/12/2018,,,,
846,188 Jenifer Court,17:49,23/11/2015,,,,
847,3853 Norway Maple Place,7:57,23/04/2017,,,,
848,7 Oakridge Court,16:55,19/10/2015,,,,
849,752 Dryden Trail,20:58,20/03/2015,,,,
850,6381 Dennis Lane,19:53,18/08/2016,UKN,unknown,0.0,http://dummyimage.com/128x134.jpg/ff4444/ffffff
851,00213 Huxley Alley,8:59,30/08/2016,PRK,bad_parking,1.0,http://dummyimage.com/102x165.jpg/cc0000/ffffff
852,611 Mallory Pass,3:20,14/08/2017,,,,
853,1292 John Wall Road,1:33,10/09/2018,BRK,broken_component,1.0,http://dummyimage.com/121x249.jpg/ff4444/ffffff
854,58 International Avenue,5:40,07/07/2019,,,,
855,9827 Pepper Wood Center,17:12,02/04/2016,BRK,broken_component,0.0,http://dummyimage.com/128x127.jpg/5fa2dd/ffffff
856,4 Scott Point,21:49,11/12/2015,,,,
857,38961 Packers Crossing,0:11,26/10/2018,,,,
858,21934 Northport Avenue,3:51,27/02/2020,BRK,broken_component,1.0,http://dummyimage.com/130x241.jpg/5fa2dd/ffffff
859,3436 Kingsford Terrace,1:03,25/05/2016,BRK,broken_component,0.0,http://dummyimage.com/226x228.jpg/5fa2dd/ffffff
860,0414 Londonderry Street,2:06,26/06/2018,,,,
861,8424 Trailsway Circle,15:57,23/12/2018,,,,
862,53133 Prairie Rose Terrace,8:15,13/03/2020,UKN,unknown,1.0,http://dummyimage.com/208x146.jpg/5fa2dd/ffffff
863,4532 Gateway Way,21:30,19/11/2018,,,,
864,83378 Memorial Pass,4:03,01/11/2018,,,,
865,65 Cardinal Way,19:56,22/02/2016,,,,
866,36677 Tomscot Plaza,19:58,25/09/2016,BRK,broken_component,0.0,http://dummyimage.com/202x191.jpg/5fa2dd/ffffff
867,538 Linden Lane,5:32,12/12/2019,,,,
868,64 Birchwood Court,13:12,29/11/2016,PRK,bad_parking,1.0,http://dummyimage.com/130x137.jpg/ff4444/ffffff
869,6 Stoughton Hill,10:59,22/04/2018,,,,
870,62 Waubesa Junction,4:33,25/08/2015,,,,
871,20701 Hanson Parkway,15:55,23/12/2017,,,,
872,78994 Briar Crest Trail,12:24,02/02/2018,,,,
873,090 Nancy Center,7:46,10/12/2017,,,,
874,80537 Bashford Way,10:04,13/10/2016,,,,
875,6 Thompson Place,20:32,24/07/2016,,,,
876,9495 Forest Alley,6:00,24/11/2015,,,,
877,5 Grayhawk Center,11:05,27/07/2016,,,,
878,31793 Golf View Point,19:25,26/01/2018,,,,
879,81 Magdeline Point,3:33,01/01/2016,,,,
880,591 Rusk Lane,22:11,12/09/2019,PRK,bad_parking,1.0,http://dummyimage.com/100x206.jpg/ff4444/ffffff
881,291 Susan Center,18:11,16/05/2015,,,,
882,5993 Troy Crossing,0:32,07/01/2018,PRK,bad_parking,1.0,http://dummyimage.com/142x214.jpg/dddddd/000000
883,8 Sloan Road,21:01,29/01/2017,,,,
884,63 Corben Street,4:06,05/05/2015,,,,
885,4643 Eastwood Alley,9:43,10/01/2020,,,,
886,99369 Ronald Regan Plaza,3:31,04/07/2016,,,,
887,465 South Lane,23:40,15/04/2017,,,,
888,375 Huxley Street,14:19,31/12/2015,,,,
889,2652 Surrey Circle,23:24,08/02/2018,,,,
890,82 Melby Junction,11:58,14/02/2018,,,,
891,3 Longview Road,1:39,28/04/2019,BRK,broken_component,1.0,http://dummyimage.com/185x129.jpg/dddddd/000000
892,6 Debs Trail,11:03,15/11/2019,,,,
893,9 Clemons Way,11:42,18/09/2018,PRK,bad_parking,1.0,http://dummyimage.com/188x141.jpg/5fa2dd/ffffff
894,441 Mallard Way,8:20,16/10/2019,,,,
895,1 Oriole Hill,8:50,31/03/2020,,,,
896,52164 Shasta Hill,6:20,08/06/2015,,,,
897,5773 Canary Road,21:33,02/11/2017,,,,
898,0 Coleman Pass,23:50,01/01/2020,,,,
899,06707 Scoville Park,2:17,21/07/2016,,,,
900,7748 Orin Park,6:00,14/12/2019,,,,
901,829 Farwell Point,13:07,25/09/2017,,,,
902,845 Graceland Lane,20:35,08/11/2019,,,,
903,893 Merry Pass,4:42,21/05/2019,,,,
904,5891 David Circle,2:57,16/04/2016,,,,
905,67 Carey Junction,3:37,20/08/2019,,,,
906,8 Macpherson Place,21:50,05/12/2017,,,,
907,1771 Carpenter Road,4:05,15/03/2017,BRK,broken_component,0.0,http://dummyimage.com/133x206.jpg/ff4444/ffffff
908,6 Golf Course Road,21:36,30/11/2019,,,,
909,95 Chinook Lane,9:56,03/07/2015,,,,
910,68211 Homewood Place,7:47,26/03/2020,,,,
911,1015 Haas Parkway,14:02,29/10/2017,,,,
912,22400 Gateway Trail,3:45,16/08/2017,,,,
913,6574 Darwin Plaza,17:43,14/08/2017,,,,
914,7233 Elgar Alley,19:00,06/11/2019,BRK,broken_component,1.0,http://dummyimage.com/213x211.jpg/5fa2dd/ffffff
915,3016 Vernon Center,1:05,06/11/2015,,,,
916,3 Harbort Pass,9:34,12/09/2017,BRK,broken_component,0.0,http://dummyimage.com/121x100.jpg/5fa2dd/ffffff
917,55 Wayridge Circle,1:18,29/10/2019,,,,
918,86 Hazelcrest Junction,12:34,29/05/2018,,,,
919,7 Tennessee Street,12:40,02/04/2016,,,,
920,25960 Shasta Way,18:25,26/11/2019,,,,
921,77 Sommers Street,3:14,21/07/2015,,,,
922,6 Ridgeway Drive,0:25,18/05/2017,,,,
923,232 Claremont Hill,23:52,25/12/2015,,,,
924,3795 Crowley Terrace,2:37,29/11/2017,PRK,bad_parking,0.0,http://dummyimage.com/146x166.jpg/cc0000/ffffff
925,39 Maple Street,18:45,04/09/2015,,,,
926,54 Tomscot Pass,1:52,07/12/2019,,,,
927,456 Aberg Point,7:04,01/01/2019,,,,
928,8 Muir Junction,5:17,22/10/2015,,,,
929,7304 Cardinal Drive,17:14,08/11/2016,,,,
930,46770 Leroy Plaza,19:55,23/04/2016,,,,
931,7 Sommers Street,21:25,30/09/2018,UKN,unknown,1.0,http://dummyimage.com/169x101.jpg/ff4444/ffffff
932,17628 Rusk Trail,8:00,17/08/2017,PRK,bad_parking,1.0,http://dummyimage.com/104x140.jpg/5fa2dd/ffffff
933,166 Alpine Terrace,4:25,10/12/2018,,,,
934,7655 Jana Place,7:06,19/12/2015,,,,
935,4437 Heath Circle,7:57,22/09/2019,,,,
936,5637 Pierstorff Avenue,8:20,26/03/2020,,,,
937,216 Bultman Parkway,6:30,13/12/2019,,,,
938,2 Fulton Circle,12:24,21/03/2015,,,,
939,0793 6th Street,11:30,14/07/2017,,,,
940,3 Brickson Park Hill,14:40,08/03/2018,,,,
941,5 Erie Point,2:48,22/05/2015,,,,
942,18882 Monica Center,15:42,30/10/2018,,,,
943,54890 Bobwhite Parkway,13:57,28/04/2018,,,,
944,1 Lakewood Gardens Circle,14:30,25/03/2016,PRK,bad_parking,0.0,http://dummyimage.com/166x190.jpg/5fa2dd/ffffff
945,391 Victoria Point,9:05,26/03/2017,,,,
946,979 Clemons Parkway,12:53,01/07/2017,,,,
947,75 Hagan Plaza,23:45,14/12/2018,,,,
948,94107 Fairfield Parkway,1:02,10/02/2018,PRK,bad_parking,1.0,http://dummyimage.com/214x212.jpg/cc0000/ffffff
949,75 Bobwhite Avenue,21:45,15/05/2018,,,,
950,13 Bunting Junction,2:58,02/04/2017,,,,
951,495 Hazelcrest Lane,18:47,19/04/2020,,,,
952,8 Sundown Alley,14:50,27/08/2018,,,,
953,36 Nelson Alley,8:21,28/09/2018,,,,
954,15013 Muir Crossing,20:52,20/06/2015,,,,
955,98 Homewood Circle,16:45,04/01/2016,BRK,broken_component,0.0,http://dummyimage.com/233x112.jpg/5fa2dd/ffffff
956,830 Bluestem Trail,20:38,16/03/2015,,,,
957,700 Green Ridge Crossing,12:44,27/10/2015,BRK,broken_component,0.0,http://dummyimage.com/249x216.jpg/ff4444/ffffff
958,2 Schiller Place,0:44,14/01/2017,,,,
959,78318 Forest Court,7:08,11/11/2018,,,,
960,97 Blaine Lane,17:35,05/03/2020,PRK,bad_parking,1.0,http://dummyimage.com/248x200.jpg/ff4444/ffffff
961,093 Helena Circle,15:25,09/09/2018,,,,
962,869 Hooker Way,21:47,30/11/2018,,,,
963,78995 Roxbury Place,1:45,03/01/2016,,,,
964,1471 Algoma Junction,22:22,22/05/2016,,,,
965,37 Northridge Lane,12:03,23/01/2017,,,,
966,105 Ridgeway Way,14:43,03/03/2016,,,,
967,29550 Ridge Oak Street,4:10,05/03/2017,PRK,bad_parking,1.0,http://dummyimage.com/207x139.jpg/5fa2dd/ffffff
968,1 Amoth Court,8:08,29/06/2015,,,,
969,51 Manitowish Pass,3:48,03/04/2016,,,,
970,0682 Pierstorff Way,1:11,19/06/2016,,,,
971,60558 Goodland Alley,13:46,03/07/2016,,,,
972,9273 Sullivan Court,2:48,21/09/2019,,,,
973,46498 Fordem Court,4:13,19/01/2018,,,,
974,39 Stang Junction,19:32,03/04/2018,,,,
975,749 Welch Road,8:50,06/09/2019,,,,
976,477 Anniversary Alley,13:43,18/03/2019,,,,
977,8476 Holy Cross Junction,1:14,27/08/2015,,,,
978,4 Summerview Place,19:29,31/07/2015,BRK,broken_component,0.0,http://dummyimage.com/242x185.jpg/ff4444/ffffff
979,47 Claremont Parkway,2:42,07/12/2019,,,,
980,00 West Terrace,11:59,20/10/2018,,,,
981,4763 Dawn Terrace,17:21,31/03/2016,,,,
982,2 Bartillon Park,19:37,02/12/2018,,,,
983,96 Oak Court,20:22,24/07/2018,,,,
984,9 Harbort Road,16:15,24/12/2018,,,,
985,97 Judy Parkway,6:14,01/09/2018,,,,
986,4835 Pankratz Avenue,21:16,24/10/2016,,,,
987,81768 Thierer Crossing,14:51,29/10/2016,,,,
988,60311 Melvin Lane,22:34,29/11/2018,,,,
989,50 Everett Place,14:56,11/07/2015,,,,
990,2206 Bunting Avenue,12:04,29/09/2017,,,,
991,3429 Nelson Court,10:30,20/07/2019,,,,
992,4 Pepper Wood Hill,23:28,08/10/2018,,,,
993,2 Esch Center,5:33,09/07/2017,,,,
994,94 Gina Avenue,20:31,20/04/2020,,,,
995,0 Thackeray Street,15:43,30/09/2019,,,,
996,3 Toban Alley,0:24,05/08/2016,,,,
997,5005 2nd Parkway,9:10,17/08/2019,,,,
998,21 Schlimgen Hill,4:37,22/07/2015,,,,
999,2 Superior Court,14:11,25/10/2015,,,,
1000,98891 Victoria Street,7:24,18/07/2016,,,,
1,88453 Riverside Circle,14:54,15/03/2019,,,,
2,843 Dunning Road,9:12,29/12/2016,,,,
3,41 Clove Pass,9:02,08/08/2016,,,,
4,82217 Thierer Lane,19:04,15/05/2015,,,,
5,53 Quincy Pass,14:51,12/08/2019,,,,
6,90 Golden Leaf Lane,19:24,07/06/2016,,,,
7,288 Oxford Court,9:48,07/07/2019,,,,
8,3506 Farragut Road,21:20,02/10/2017,PRK,bad_parking,1.0,http://dummyimage.com/111x100.jpg/ff4444/ffffff
9,119 Manufacturers Point,23:17,28/02/2016,,,,
10,2244 West Alley,9:41,23/12/2015,,,,
11,78389 Melrose Road,20:31,08/01/2019,,,,
12,415 Vernon Pass,10:20,05/08/2019,PRK,bad_parking,0.0,http://dummyimage.com/207x247.jpg/dddddd/000000
13,28 Meadow Ridge Terrace,7:36,25/03/2018,,,,
14,2114 Portage Lane,5:15,23/02/2020,,,,
15,0 Kropf Drive,15:36,10/05/2019,,,,
16,148 Eagle Crest Court,10:22,22/02/2017,PRK,bad_parking,1.0,http://dummyimage.com/105x230.jpg/5fa2dd/ffffff
17,8786 Farragut Circle,12:17,22/05/2016,,,,
18,1004 Vernon Center,12:19,11/12/2016,,,,
19,98835 Wayridge Avenue,23:46,12/11/2016,,,,
20,61 Glendale Circle,1:10,30/12/2016,PRK,bad_parking,1.0,http://dummyimage.com/186x149.jpg/cc0000/ffffff
21,4736 Northfield Way,0:43,01/09/2017,,,,
22,21 Swallow Circle,21:54,11/11/2018,PRK,bad_parking,0.0,http://dummyimage.com/222x164.jpg/cc0000/ffffff
23,57 Dayton Center,10:24,27/05/2016,,,,
24,281 Dryden Crossing,17:29,23/11/2015,,,,
25,088 Morningstar Hill,14:48,04/03/2018,,,,
26,14379 Fuller Lane,5:58,24/05/2015,,,,
27,28043 Thompson Plaza,19:57,29/12/2016,,,,
28,3014 Gulseth Center,0:59,19/02/2018,,,,
29,38 Mallory Circle,9:53,03/07/2016,,,,
30,0512 Packers Trail,14:43,26/11/2019,BRK,broken_component,1.0,http://dummyimage.com/108x184.jpg/dddddd/000000
31,9 Stoughton Drive,17:53,10/04/2015,,,,
32,056 Coleman Drive,20:40,14/02/2020,,,,
33,45963 Roth Plaza,10:51,26/12/2016,,,,
34,2787 Morrow Trail,0:27,06/10/2016,,,,
35,6 Westport Place,19:23,26/11/2015,,,,
36,02437 Veith Way,21:59,03/06/2016,PRK,bad_parking,0.0,http://dummyimage.com/186x174.jpg/5fa2dd/ffffff
37,85 Anniversary Point,23:09,26/01/2015,,,,
38,5712 Weeping Birch Court,21:31,05/07/2018,PRK,bad_parking,1.0,http://dummyimage.com/135x196.jpg/dddddd/000000
39,2 Kenwood Junction,20:06,23/07/2018,,,,
40,49897 Debs Place,17:19,17/07/2019,,,,
41,54 Arrowood Drive,5:11,09/02/2020,,,,
42,61 Melvin Lane,21:06,15/03/2020,,,,
43,561 Spenser Trail,22:05,08/09/2015,,,,
44,005 Old Gate Junction,3:38,03/08/2016,,,,
45,179 Sommers Park,3:53,08/10/2018,,,,
46,32888 Troy Alley,14:17,13/07/2017,BRK,broken_component,1.0,http://dummyimage.com/138x232.jpg/cc0000/ffffff
47,1725 Del Sol Pass,5:54,09/02/2019,,,,
48,83773 Coleman Center,2:01,07/10/2017,,,,
49,551 Eliot Pass,5:25,24/12/2016,,,,
50,29 Hauk Point,11:46,01/04/2020,,,,
51,9532 Hansons Pass,2:00,13/11/2015,,,,
52,2 Vera Center,12:09,04/08/2015,,,,
53,9653 Ronald Regan Crossing,3:49,29/06/2018,,,,
54,825 Spohn Lane,21:19,09/07/2018,,,,
55,64 Dawn Way,12:28,24/12/2018,PRK,bad_parking,0.0,http://dummyimage.com/192x225.jpg/dddddd/000000
56,37007 Trailsway Street,18:54,22/10/2016,,,,
57,1358 Fieldstone Terrace,13:28,03/05/2018,,,,
58,86 Stephen Crossing,5:14,24/02/2020,,,,
59,93095 Elmside Lane,16:45,11/12/2019,,,,
60,95035 Pond Parkway,18:50,03/02/2016,PRK,bad_parking,0.0,http://dummyimage.com/167x227.jpg/ff4444/ffffff
61,36858 Fairfield Drive,12:32,02/08/2017,,,,
62,6 Thackeray Point,14:40,20/11/2019,BRK,broken_component,0.0,http://dummyimage.com/198x115.jpg/dddddd/000000
63,049 West Parkway,8:56,21/12/2016,,,,
64,89 Bobwhite Drive,14:51,02/05/2016,,,,
65,0 Sunnyside Court,10:04,30/08/2017,,,,
66,7827 Columbus Road,14:28,18/11/2019,,,,
67,912 Forster Hill,6:10,16/02/2015,PRK,bad_parking,1.0,http://dummyimage.com/172x113.jpg/cc0000/ffffff
68,326 Loeprich Terrace,10:55,24/07/2016,BRK,broken_component,0.0,http://dummyimage.com/166x138.jpg/cc0000/ffffff
69,797 Meadow Ridge Circle,16:20,01/07/2015,,,,
70,8438 Clemons Park,20:29,12/11/2019,,,,
71,7 Loftsgordon Hill,8:08,28/01/2017,,,,
72,87 Birchwood Alley,8:52,14/03/2020,,,,
73,83434 Del Mar Street,12:01,17/04/2018,PRK,bad_parking,0.0,http://dummyimage.com/147x159.jpg/dddddd/000000
74,47 Sugar Circle,11:46,19/02/2017,PRK,bad_parking,1.0,http://dummyimage.com/102x107.jpg/ff4444/ffffff
75,213 Judy Point,12:17,14/01/2019,PRK,bad_parking,1.0,http://dummyimage.com/130x222.jpg/5fa2dd/ffffff
76,6 Eagan Place,19:30,21/11/2018,,,,
77,49 Hoffman Avenue,7:36,07/06/2016,,,,
78,6563 Loomis Park,6:41,27/04/2018,,,,
79,5 Novick Drive,18:20,19/08/2015,,,,
80,29 Towne Terrace,14:41,17/04/2018,,,,
81,6346 Carey Trail,21:53,20/04/2015,,,,
82,7 Fallview Drive,5:36,18/06/2019,,,,
83,6137 Alpine Drive,2:11,19/08/2015,UKN,unknown,0.0,http://dummyimage.com/118x104.jpg/ff4444/ffffff
84,5125 Atwood Road,18:33,14/01/2017,,,,
85,44 Prentice Pass,11:45,13/01/2016,,,,
86,730 Division Pass,6:06,21/09/2016,,,,
87,14525 Fairfield Park,12:20,12/01/2015,,,,
88,3 Comanche Hill,5:55,29/09/2018,,,,
89,0615 Glacier Hill Avenue,5:52,30/04/2017,,,,
90,08 Cascade Street,3:21,10/04/2017,,,,
91,920 Caliangt Plaza,17:34,13/01/2015,UKN,unknown,1.0,http://dummyimage.com/137x133.jpg/cc0000/ffffff
92,54241 Spenser Crossing,17:11,28/06/2016,,,,
93,3 Gina Street,1:01,07/10/2017,,,,
94,744 Reinke Pass,18:29,08/02/2020,,,,
95,57696 Hallows Trail,4:33,22/05/2016,,,,
96,4129 Jay Trail,18:26,30/11/2018,,,,
97,32329 Norway Maple Alley,12:57,29/09/2016,PRK,bad_parking,1.0,http://dummyimage.com/208x152.jpg/ff4444/ffffff
98,8 Mendota Parkway,0:55,01/11/2019,,,,
99,7215 Moulton Place,11:56,15/08/2015,,,,
100,1325 Troy Alley,19:42,17/05/2016,,,,
101,20 Barnett Terrace,22:13,16/03/2019,,,,
102,44505 Spaight Drive,11:44,28/03/2018,BRK,broken_component,0.0,http://dummyimage.com/122x237.jpg/5fa2dd/ffffff
103,9942 Emmet Plaza,2:11,29/09/2016,,,,
104,99920 Blackbird Street,14:23,17/09/2017,BRK,broken_component,0.0,http://dummyimage.com/185x202.jpg/5fa2dd/ffffff
105,5128 Dwight Road,11:08,12/05/2015,PRK,bad_parking,0.0,http://dummyimage.com/208x163.jpg/ff4444/ffffff
106,46210 Forest Dale Crossing,2:00,28/06/2017,,,,
107,882 Mitchell Parkway,22:37,23/04/2018,,,,
108,3758 Merchant Junction,12:03,24/07/2018,,,,
109,227 Myrtle Junction,3:46,15/04/2017,,,,
110,6763 Nevada Drive,3:50,30/04/2020,,,,
111,090 1st Crossing,14:04,21/07/2016,,,,
112,13 Talisman Park,13:26,22/07/2016,,,,
113,53025 Spaight Road,4:55,04/09/2019,BRK,broken_component,1.0,http://dummyimage.com/245x215.jpg/dddddd/000000
114,05809 Dawn Court,2:21,15/05/2016,,,,
115,8 Fallview Crossing,10:33,16/07/2016,,,,
116,498 Waywood Drive,7:09,18/06/2019,,,,
117,275 Di Loreto Street,7:07,16/09/2018,,,,
118,029 Dryden Crossing,10:31,12/07/2015,,,,
